"rank","property_id","address","latitude","longitude","price","currency","bathrooms","bedrooms","area","land_area","zestimate","rent_zestimate","days_on_zillow","sold_date","is_zillow_owned","image","listing_type","status_text","broker_name","input","property_url","listing_url"
"692","64676861","46 W Julian St UNIT 408, San Jose, CA 95110","37.339905","-121.89436","899000","USD","2","2","1647 sqft","","892000","3921","22","","False","https://photos.zillowstatic.com/fp/244bb2a910ea01ee205e2c92cdf73a70-p_e.jpg","FOR SALE","Condo for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/46-W-Julian-St-UNIT-408-San-Jose-CA-95110/64676861_zpid/","https://www.zillow.com/san-jose-ca/17_p/"
"135","16660039","2424 Badajoz Pl, Carlsbad, CA 92009","33.086643","-117.25637","2875000","USD","6","6","5430 sqft","","2727400","5404","45","","False","https://photos.zillowstatic.com/fp/0b94b2c2b2ddd45959b06398161b37e3-p_e.jpg","FOR SALE","House for sale","HomeSmart Realty West","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/2424-Badajoz-Pl-Carlsbad-CA-92009/16660039_zpid/","https://www.zillow.com/carlsbad-ca/4_p/"
"515","16838596","8348 Paseo Del Ocaso, La Jolla, CA 92037","32.858128","-117.2548","5995000","USD","3","4","2702 sqft","","5686300","7849","58","","False","https://photos.zillowstatic.com/fp/5c6912f26f1da6a77ff08148a177c200-p_e.jpg","FOR SALE","House for sale","Willis Allen Real Estate","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/8348-Paseo-Del-Ocaso-La-Jolla-CA-92037/16838596_zpid/","https://www.zillow.com/san-diego-ca/13_p/"
"483","64811839","109 Reunion, Irvine, CA 92603","33.65069","-117.772316","1080000","USD","2","2","1532 sqft","","1082700","3774","1","","False","https://photos.zillowstatic.com/fp/65251a209b046ca051292599f571fd19-p_e.jpg","FOR SALE","Condo for sale","eXp Realty of Greater L.A","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/109-Reunion-Irvine-CA-92603/64811839_zpid/","https://www.zillow.com/irvine-ca/12_p/"
"594","19789013","3532 Boeger Ln, San Jose, CA 95148","37.34484","-121.789276","1988888","USD","3","5","2208 sqft","","1980200","4931","12","","False","https://photos.zillowstatic.com/fp/2bcf75c41d26d07752b14a7a1c73c9a0-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/3532-Boeger-Ln-San-Jose-CA-95148/19789013_zpid/","https://www.zillow.com/san-jose-ca/15_p/"
"630","59725859","37 Black Hawk, Irvine, CA 92603","33.626198","-117.801186","0","USD","5","4","4887 sqft","","5685600","18458","341","","False","https://photos.zillowstatic.com/fp/8f82f36c145dee74096dc50f599bd6dd-p_e.jpg","FOR SALE","Auction","","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/37-Black-Hawk-Irvine-CA-92603/59725859_zpid/","https://www.zillow.com/irvine-ca/16_p/"
"201","16984859","5111 Fontaine St UNIT 212, San Diego, CA 92120","32.800236","-117.08336","549999","USD","2","2","937 sqft","","555300","2875","2","","False","https://photos.zillowstatic.com/fp/2c54e9e7d9ca1ece1f2fafe38b159789-p_e.jpg","FOR SALE","Coming soon","eXp of Greater Los Angeles, Inc","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/5111-Fontaine-St-UNIT-212-San-Diego-CA-92120/16984859_zpid/","https://www.zillow.com/san-diego-ca/5_p/"
"69","25586360","2 Sun Ter, Laguna Niguel, CA 92677","33.496548","-117.69243","3395000","USD","3","5","2940 sqft","","3336700","7166","42","","False","https://photos.zillowstatic.com/fp/b83466be53c530c0c74fbbdf7eef2bc2-p_e.jpg","FOR SALE","House for sale","Notch Luxury Properties","https://www.zillow.com/homes/Laguna-Niguel,-CA_rb/","https://www.zillow.com/homedetails/2-Sun-Ter-Laguna-Niguel-CA-92677/25586360_zpid/","https://www.zillow.com/laguna-niguel-ca/2_p/"
"783","17171872","2123 Hemlock Ave, San Diego, CA 92154","32.570408","-117.08767","850000","USD","2","3","1804 sqft","","848500","4028","63","","False","https://photos.zillowstatic.com/fp/7c2c52b3b3466c6823c63c4aea73aa52-p_e.jpg","FOR SALE","House for sale","Real Broker","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/2123-Hemlock-Ave-San-Diego-CA-92154/17171872_zpid/","https://www.zillow.com/san-diego-ca/20_p/"
"816","19713143","712 S 2nd St, San Jose, CA 95112","37.326046","-121.88119","1349000","USD","","","2470 sqft","","","4159","38","","False","https://photos.zillowstatic.com/fp/b019ce2a3d95c206a86b58164ae59f3d-p_e.jpg","FOR SALE","Multi-family home for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/712-S-2nd-St-San-Jose-CA-95112/19713143_zpid/","https://www.zillow.com/san-jose-ca/20_p/"
"414","64640229","5200 Irvine Blvd SPACE 237, Irvine, CA 92620","33.710682","-117.75635","575000","USD","2","2","1680 sqft","","567500","4512","39","","False","https://photos.zillowstatic.com/fp/5deab2b72db0d7ef55baaf8e74921fc9-p_e.jpg","FOR SALE","Home for sale","Seven Gables Real Estate","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/5200-Irvine-Blvd-SPACE-237-Irvine-CA-92620/64640229_zpid/","https://www.zillow.com/irvine-ca/11_p/"
"170","441840698","223 Sash, Irvine, CA 92618","33.67162","-117.70864","1198888","USD","3","2","1754 sqft","","1196000","","30","","False","https://photos.zillowstatic.com/fp/2428f85790ac99cf9f1c75d24ca93137-p_e.jpg","FOR SALE","Condo for sale","Berkshire Hathaway HomeService","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/223-Sash-Irvine-CA-92618/441840698_zpid/","https://www.zillow.com/irvine-ca/5_p/"
"102","16674682","6553 Corte Cisco, Carlsbad, CA 92009","33.11163","-117.23504","860000","USD","3","3","1505 sqft","","851200","3539","25","","False","https://photos.zillowstatic.com/fp/dbd76a497310c9bbf6c61860d8174068-p_e.jpg","FOR SALE","Townhouse for sale","SRG","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/6553-Corte-Cisco-Carlsbad-CA-92009/16674682_zpid/","https://www.zillow.com/carlsbad-ca/3_p/"
"187","119680464","206 Shelbourne, Irvine, CA 92620","33.706806","-117.74188","2599000","USD","3","4","2613 sqft","","2554700","6186","29","","False","https://photos.zillowstatic.com/fp/9c20653bd625f65285e4225202bb5fb5-p_e.jpg","FOR SALE","House for sale","Pinnacle Real Estate Group","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/206-Shelbourne-Irvine-CA-92620/119680464_zpid/","https://www.zillow.com/irvine-ca/5_p/"
"488","120289691","14906 Ruben Ct, San Diego, CA 92127","32.99665","-117.121666","4988000","USD","6","5","5953 sqft","","4853700","16807","60","","False","https://photos.zillowstatic.com/fp/fe2e876df5755764b23a89edadeb9cc1-p_e.jpg","FOR SALE","House for sale","Real Broker","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/14906-Ruben-Ct-San-Diego-CA-92127/120289691_zpid/","https://www.zillow.com/san-diego-ca/12_p/"
"113","25766667","32395 Outrigger Way #22, Laguna Niguel, CA 92677","33.492676","-117.71425","1010000","USD","3","2","1660 sqft","","","4631","344","","False","https://photos.zillowstatic.com/fp/30c6eca14ecee9dc111b1a7640a1488b-p_e.jpg","FOR SALE","Condo for sale","Websco Brokerage","https://www.zillow.com/homes/Laguna-Niguel,-CA_rb/","https://www.zillow.com/homedetails/32395-Outrigger-Way-22-Laguna-Niguel-CA-92677/25766667_zpid/","https://www.zillow.com/laguna-niguel-ca/3_p/"
"10","124746822","711 Cannery Pl, San Jose, CA 95112","37.355026","-121.89085","1198888","USD","3","2","1615 sqft","","","","7","","False","https://photos.zillowstatic.com/fp/902f1808d5a768f86e7a035863e290ed-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/711-Cannery-Pl-San-Jose-CA-95112/124746822_zpid/","https://www.zillow.com/homes/San-Jose,-CA_rb/"
"141","2092988130","7224 San Benito St, Carlsbad, CA 92011","33.098812","-117.31135","449000","USD","2","2","1600 sqft","","438700","3616","51","","False","https://photos.zillowstatic.com/fp/6a6e4e90bc3ca4b92820965f35ef2ad6-p_e.jpg","FOR SALE","Home for sale","eXp Realty of California, Inc.","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/7224-San-Benito-St-Carlsbad-CA-92011/2092988130_zpid/","https://www.zillow.com/carlsbad-ca/4_p/"
"272","19681420","1169 Pine Ave, San Jose, CA 95125","37.297527","-121.896164","1890000","USD","2","3","1718 sqft","","1952100","6265","10","","False","https://photos.zillowstatic.com/fp/db95af74ffb05bdcf62ee33bd313fa2b-p_e.jpg","FOR SALE","House for sale","Keller Williams La Jolla","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/1169-Pine-Ave-San-Jose-CA-95125/19681420_zpid/","https://www.zillow.com/san-jose-ca/7_p/"
"493","443049491","5770 Winfield Blvd SPACE 130, San Jose, CA 95123","37.246834","-121.8667","499000","USD","2","3","1620 sqft","","495200","","118","","False","https://photos.zillowstatic.com/fp/b5d4b4f68ff9417154004162106845ac-p_e.jpg","FOR SALE","Home for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/5770-Winfield-Blvd-SPACE-130-San-Jose-CA-95123/443049491_zpid/","https://www.zillow.com/san-jose-ca/13_p/"
"781","99514790","14388 Old Creek Rd, San Diego, CA 92131","32.924473","-117.03097","2499000","USD","5","6","4040 sqft","","2431800","7492","58","","False","https://photos.zillowstatic.com/fp/db242ef8ff593503babc13af735ea0d0-p_e.jpg","FOR SALE","House for sale","HomeSmart Realty West","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/14388-Old-Creek-Rd-San-Diego-CA-92131/99514790_zpid/","https://www.zillow.com/san-diego-ca/20_p/"
"770","16972089","3010 N Arroyo Dr, San Diego, CA 92103","32.736774","-117.167","1650000","USD","2","4","1935 sqft","","1615700","5142","48","","False","https://photos.zillowstatic.com/fp/1a60375a1f76d5f2132eeefcea858e6a-p_e.jpg","FOR SALE","House for sale","Melissa Goldstein Tucci","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/3010-N-Arroyo-Dr-San-Diego-CA-92103/16972089_zpid/","https://www.zillow.com/san-diego-ca/19_p/"
"110","25771819","13 Nice, Laguna Niguel, CA 92677","33.511105","-117.7349","2499999","USD","4","3","3181 sqft","","2441500","6779","65","","False","https://photos.zillowstatic.com/fp/062dc8ce495a5f559673ea3cdb310c57-p_e.jpg","FOR SALE","Townhouse for sale","OpenHome","https://www.zillow.com/homes/Laguna-Niguel,-CA_rb/","https://www.zillow.com/homedetails/13-Nice-Laguna-Niguel-CA-92677/25771819_zpid/","https://www.zillow.com/laguna-niguel-ca/3_p/"
"2","25760840","13 Pearl, Laguna Niguel, CA 92677","33.527843","-117.684654","625000","USD","1","1","715 sqft","","622900","2540","1","","False","https://photos.zillowstatic.com/fp/4e0a37a6a6f4ac4cc2e6d76b8d30692c-p_e.jpg","FOR SALE","Condo for sale","Bullock Russell RE Services","https://www.zillow.com/homes/Laguna-Niguel,-CA_rb/","https://www.zillow.com/homedetails/13-Pearl-Laguna-Niguel-CA-92677/25760840_zpid/","https://www.zillow.com/homes/Laguna-Niguel,-CA_rb/"
"128","19561586","1763 Parkview Green Cir, San Jose, CA 95131","37.378944","-121.8826","869950","USD","2","2","1092 sqft","","901400","3285","1","","False","https://photos.zillowstatic.com/fp/f7afb21bbdbf50317955e75b2315dcf6-p_e.jpg","FOR SALE","Condo for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/1763-Parkview-Green-Cir-San-Jose-CA-95131/19561586_zpid/","https://www.zillow.com/san-jose-ca/4_p/"
"85","251302627","2859 Via Alta Pl, San Diego, CA 92108","32.782913","-117.14467","1499900","USD","2","2","1584 sqft","","1455600","4441","2","","False","https://photos.zillowstatic.com/fp/d875c188e8eeb45d355cec48e6ef46c7-p_e.jpg","FOR SALE","Condo for sale","Platinum Pacific Properties","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/2859-Via-Alta-Pl-San-Diego-CA-92108/251302627_zpid/","https://www.zillow.com/san-diego-ca/3_p/"
"364","19648035","1547 Petersen Ave, San Jose, CA 95129","37.295345","-121.999016","2898000","USD","2","3","2271 sqft","","","","14","","False","https://photos.zillowstatic.com/fp/7c4074f92ae5fd2367dfef66ee73e328-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/1547-Petersen-Ave-San-Jose-CA-95129/19648035_zpid/","https://www.zillow.com/san-jose-ca/9_p/"
"173","2141949963","7319 San Luis St, Carlsbad, CA 92011","33.097267","-117.30861","575000","USD","2","2","1440 sqft","","557200","3899","9","","False","https://photos.zillowstatic.com/fp/29d77952de435e045695039b8de7ffec-p_e.jpg","FOR SALE","Home for sale","The Broker Network","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/7319-San-Luis-St-Carlsbad-CA-92011/2141949963_zpid/","https://www.zillow.com/carlsbad-ca/5_p/"
"750","16966846","2301 Plum St, San Diego, CA 92106","32.738335","-117.22328","1785000","USD","2","4","1795 sqft","","","","43","","False","https://photos.zillowstatic.com/fp/b44b48d5cf182ec68118a87e12f871fc-p_e.jpg","FOR SALE","House for sale","Diane Sullivan Realty","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/2301-Plum-St-San-Diego-CA-92106/16966846_zpid/","https://www.zillow.com/san-diego-ca/19_p/"
"398","348014195","281 Lynx, Irvine, CA 92618","33.666813","-117.71011","1699000","USD","4","4","2360 sqft","","1690000","5351","22","","False","https://photos.zillowstatic.com/fp/b9690ec028cd3c41e9183a7e2060479e-p_e.jpg","FOR SALE","Condo for sale","Alink Realty Group","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/281-Lynx-Irvine-CA-92618/348014195_zpid/","https://www.zillow.com/irvine-ca/10_p/"
"17","19697103","1483 Myrtle Ave, San Jose, CA 95118","37.269836","-121.89303","1799000","USD","3","4","1706 sqft","","1842800","4808","0","","False","https://photos.zillowstatic.com/fp/0285e102744104117df6ab4122ac91a8-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/1483-Myrtle-Ave-San-Jose-CA-95118/19697103_zpid/","https://www.zillow.com/homes/San-Jose,-CA_rb/"
"49","447236777","3219 Fennel Ln UNIT 105, San Luis Obispo, CA 93401","35.260906","-120.64675","879000","USD","4","3","1873 sqft","","870900","","47","","False","https://photos.zillowstatic.com/fp/236452f169f57f2f51f5a5ce506f8d1d-p_e.jpg","FOR SALE","Condo for sale","Compass","https://www.zillow.com/homes/San-Luis-Obispo,-CA_rb/","https://www.zillow.com/homedetails/3219-Fennel-Ln-UNIT-105-San-Luis-Obispo-CA-93401/447236777_zpid/","https://www.zillow.com/san-luis-obispo-ca/2_p/"
"68","351446258","7313 Santa Barbara St, Carlsbad, CA 92011","33.099316","-117.31244","629000","USD","2","3","1436 sqft","","621800","4948","73","","False","https://photos.zillowstatic.com/fp/e5e4dc765130ebfac75b69f231ad4090-p_e.jpg","FOR SALE","Home for sale","Brush Real Estate Services Inc","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/7313-Santa-Barbara-St-Carlsbad-CA-92011/351446258_zpid/","https://www.zillow.com/carlsbad-ca/2_p/"
"141","19826800","5481 Sean Cir APT 39, San Jose, CA 95123","37.25432","-121.82905","579000","USD","1","2","997 sqft","","584100","2848","1","","False","https://photos.zillowstatic.com/fp/f7c3091264bcd5f53b97a781e0d95c32-p_e.jpg","FOR SALE","Condo for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/5481-Sean-Cir-APT-39-San-Jose-CA-95123/19826800_zpid/","https://www.zillow.com/san-jose-ca/4_p/"
"648","442749237","510 Saddlebrook Dr #74, San Jose, CA 95136","37.26307","-121.81668","469900","USD","2","3","1242 sqft","","488500","","0","","False","https://photos.zillowstatic.com/fp/3638b4e159ca2697f30652ddc697d4cf-p_e.jpg","FOR SALE","Home for sale","Advantage Homes","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/510-Saddlebrook-Dr-74-San-Jose-CA-95136/442749237_zpid/","https://www.zillow.com/san-jose-ca/16_p/"
"589","19720287","1660 E San Antonio St, San Jose, CA 95116","37.348873","-121.8535","1449950","USD","2","3","991 sqft","","1454000","3854","58","","False","https://photos.zillowstatic.com/fp/a5798d8b1daad136bd499a3ff3bbac43-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/1660-E-San-Antonio-St-San-Jose-CA-95116/19720287_zpid/","https://www.zillow.com/san-jose-ca/15_p/"
"731","17194924","6630 Park Ridge Blvd, San Diego, CA 92120","32.79676","-117.04946","1699000","USD","3","5","2500 sqft","","1671000","6348","49","","False","https://photos.zillowstatic.com/fp/f175ce9ba518a27654000de99dce9179-p_e.jpg","FOR SALE","House for sale","Seller's Corner Real Estate","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/6630-Park-Ridge-Blvd-San-Diego-CA-92120/17194924_zpid/","https://www.zillow.com/san-diego-ca/18_p/"
"632","147887321","116 Rockefeller, Irvine, CA 92612","33.675556","-117.848854","0","USD","4","3","2349 sqft","","1527800","5667","131","","False","https://photos.zillowstatic.com/fp/2d00444c3c08cb716487aafb7c0d8a0a-p_e.jpg","FOR SALE","Auction","","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/116-Rockefeller-Irvine-CA-92612/147887321_zpid/","https://www.zillow.com/irvine-ca/16_p/"
"749","123745212","2435 G St, San Diego, CA 92102","32.71241","-117.1417","1995000","USD","4","5","4158 sqft","","1948700","6705","80","","False","https://photos.zillowstatic.com/fp/6fed17615b2c6b7f27f99cd00f57fdcf-p_e.jpg","FOR SALE","House for sale","Team Metro","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/2435-G-St-San-Diego-CA-92102/123745212_zpid/","https://www.zillow.com/san-diego-ca/19_p/"
"663","69300694","1060 S 3rd St APT 233, San Jose, CA 95112","37.321533","-121.87642","468850","USD","1","1","667 sqft","","483400","2411","43","","False","https://photos.zillowstatic.com/fp/cdb25190e7e5fbb5c8d5971a74ae4cb2-p_e.jpg","FOR SALE","Condo for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/1060-S-3rd-St-APT-233-San-Jose-CA-95112/69300694_zpid/","https://www.zillow.com/san-jose-ca/17_p/"
"754","16767606","14241 Via Baroda, San Diego, CA 92130","32.975838","-117.20219","2895000","USD","4","5","3428 sqft","","2804200","7495","25","","False","https://photos.zillowstatic.com/fp/5d2f5405d51062cdad9b43aa763f10a0-p_e.jpg","FOR SALE","House for sale","Barry Estates","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/14241-Via-Baroda-San-Diego-CA-92130/16767606_zpid/","https://www.zillow.com/san-diego-ca/19_p/"
"165","16765795","12943 Longboat Way, Del Mar, CA 92014","32.935966","-117.24562","2168000","USD","2","3","1655 sqft","","2112300","5249","4","","False","https://photos.zillowstatic.com/fp/7e4858b9771205780856d7fbf0979cdd-p_e.jpg","FOR SALE","House for sale","eXp Realty of Southern CA","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/12943-Longboat-Way-Del-Mar-CA-92014/16765795_zpid/","https://www.zillow.com/san-diego-ca/5_p/"
"58","25521791","10 Hunter, Irvine, CA 92620","33.704395","-117.76171","2598000","USD","4","5","3216 sqft","","2570300","7271","16","","False","https://photos.zillowstatic.com/fp/b0817fb5df5f3094b411ddc7bd04b803-p_e.jpg","FOR SALE","House for sale","Advanced Real Estate Agency Inc","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/10-Hunter-Irvine-CA-92620/25521791_zpid/","https://www.zillow.com/irvine-ca/2_p/"
"343","25733925","2233 Martin APT 206, Irvine, CA 92612","33.67319","-117.859535","668000","USD","1","1","952 sqft","","","2934","176","","False","https://photos.zillowstatic.com/fp/0da59eaf1fbf5a3897b8d646b0fcf4c7-p_e.jpg","FOR SALE","Condo for sale","Just One Realty","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/2233-Martin-APT-206-Irvine-CA-92612/25733925_zpid/","https://www.zillow.com/irvine-ca/9_p/"
"592","16768657","12810 Via Nieve UNIT 65, San Diego, CA 92130","32.949245","-117.228065","798000","USD","1","2","1047 sqft","","790700","3570","19","","False","https://photos.zillowstatic.com/fp/056575cfabc28d9494fe3a40c241a65b-p_e.jpg","FOR SALE","Condo for sale","Compass","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/12810-Via-Nieve-UNIT-65-San-Diego-CA-92130/16768657_zpid/","https://www.zillow.com/san-diego-ca/15_p/"
"560","447682667","408 Shrike, Irvine, CA 92618","","","2599990","USD","5","4","3625 sqft","","2567200","","31","","False","https://photos.zillowstatic.com/fp/01afedfc8e936f6973a45411316fbb0e-p_e.jpg","FOR SALE","New construction","","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/408-Shrike-Irvine-CA-92618/447682667_zpid/","https://www.zillow.com/irvine-ca/14_p/"
"810","19724368","2604 Sierra Vista Ct, San Jose, CA 95116","37.359966","-121.835335","2999000","USD","","","3880 sqft","","2840900","3233","17","","False","https://photos.zillowstatic.com/fp/856af0ddc76e44e631a89ba3f1955396-p_e.jpg","FOR SALE","Multi-family home for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/2604-Sierra-Vista-Ct-San-Jose-CA-95116/19724368_zpid/","https://www.zillow.com/san-jose-ca/20_p/"
"218","137135745","55 Fenway, Irvine, CA 92620","33.707767","-117.73484","3560000","USD","5","4","4116 sqft","","3604800","8114","17","","False","https://photos.zillowstatic.com/fp/0671abaf1ff9aa8dcda7448d5695c7a3-p_e.jpg","FOR SALE","House for sale","Pacific Sterling Realty","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/55-Fenway-Irvine-CA-92620/137135745_zpid/","https://www.zillow.com/irvine-ca/6_p/"
"435","16866886","10447 Caminito Banyon, San Diego, CA 92131","32.89885","-117.10257","865000","USD","3","4","1694 sqft","","863500","4463","38","","False","https://photos.zillowstatic.com/fp/71f9e5298a3bac9c92bce3b942892067-p_e.jpg","FOR SALE","Townhouse for sale","Opendoor Brokerage Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/10447-Caminito-Banyon-San-Diego-CA-92131/16866886_zpid/","https://www.zillow.com/san-diego-ca/11_p/"
"134","17012995","5610 Streamview Dr, San Diego, CA 92105","32.74284","-117.07445","849900","USD","2","3","1200 sqft","","858400","3779","21","","False","https://photos.zillowstatic.com/fp/2c33af8f16ffe63673607e52edb1bd42-p_e.jpg","FOR SALE","House for sale","CA-RES","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/5610-Streamview-Dr-San-Diego-CA-92105/17012995_zpid/","https://www.zillow.com/san-diego-ca/4_p/"
"22","63476937","2778 Carlsbad Blvd UNIT 201, Carlsbad, CA 92008","33.160976","-117.351654","1349900","USD","3","2","1498 sqft","","1317100","4932","7","","False","https://photos.zillowstatic.com/fp/84c64250b5c47df6dd3b86ffeb12794d-p_e.jpg","FOR SALE","Condo for sale","Compass","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/2778-Carlsbad-Blvd-UNIT-201-Carlsbad-CA-92008/63476937_zpid/","https://www.zillow.com/homes/Carlsbad,-CA_rb/"
"190","17201114","2357 Salisbury Dr, San Diego, CA 92123","32.78767","-117.1487","1199000","USD","3","3","1700 sqft","","1181300","4045","0","","False","https://photos.zillowstatic.com/fp/f6c1dde4dda23e4500a81217e3da32a1-p_e.jpg","FOR SALE","House for sale","Real Broker","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/2357-Salisbury-Dr-San-Diego-CA-92123/17201114_zpid/","https://www.zillow.com/san-diego-ca/5_p/"
"612","333210138","5360 Calle Rockfish UNIT 32, San Diego, CA 92154","32.571266","-117.02006","649900","USD","3","3","1566 sqft","","650600","3541","36","","False","https://photos.zillowstatic.com/fp/446b89fd6618528516d81fcd577eede7-p_e.jpg","FOR SALE","Condo for sale","LPT Realty,Inc","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/5360-Calle-Rockfish-UNIT-32-San-Diego-CA-92154/333210138_zpid/","https://www.zillow.com/san-diego-ca/15_p/"
"491","17127510","515 Palmwood Dr, San Diego, CA 92139","32.691437","-117.03431","825000","USD","2","4","1350 sqft","","812700","3899","2","","False","https://photos.zillowstatic.com/fp/a745421365d76fbc638f73c21d356fd1-p_e.jpg","FOR SALE","Coming soon","Remodel Realty, Inc","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/515-Palmwood-Dr-San-Diego-CA-92139/17127510_zpid/","https://www.zillow.com/san-diego-ca/12_p/"
"490","2086602430","460 Pinefield Rd #460, San Jose, CA 95134","37.41712","-121.961464","350000","USD","2","3","1392 sqft","","362500","4203","31","","False","https://photos.zillowstatic.com/fp/615d2d2e2fc6d7e58f38811536a9561a-p_e.jpg","FOR SALE","Home for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/460-Pinefield-Rd-460-San-Jose-CA-95134/2086602430_zpid/","https://www.zillow.com/san-jose-ca/12_p/"
"554","19673591","3527 Leigh Ave, San Jose, CA 95124","37.26237","-121.92261","1499888","USD","","","1816 sqft","","1496800","4086","22","","False","https://photos.zillowstatic.com/fp/9fc27449d775dcebcae65b2e14e97657-p_e.jpg","FOR SALE","Multi-family home for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/3527-Leigh-Ave-San-Jose-CA-95124/19673591_zpid/","https://www.zillow.com/san-jose-ca/14_p/"
"81","16837244","3890 Nobel Dr UNIT 705, San Diego, CA 92122","32.86881","-117.22296","365000","USD","2","1","995 sqft","","360800","3244","121","","False","https://photos.zillowstatic.com/fp/240518a01f3783221b15a3ff1db871cd-p_e.jpg","FOR SALE","Condo for sale","Keller Williams Realty","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/3890-Nobel-Dr-UNIT-705-San-Diego-CA-92122/16837244_zpid/","https://www.zillow.com/san-diego-ca/2_p/"
"607","17173218","1636 Leon Ave, San Diego, CA 92154","32.565727","-117.0987","1048000","USD","3","5","2380 sqft","","1044000","4276","19","","False","https://photos.zillowstatic.com/fp/c430ae5febbd8d1602e64a89fc2a6979-p_e.jpg","FOR SALE","House for sale","Keller Williams Realty","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/1636-Leon-Ave-San-Diego-CA-92154/17173218_zpid/","https://www.zillow.com/san-diego-ca/15_p/"
